Time_s,Fx,Fy,Fz,Tx,Ty,Tz
0.0514,-0.48473119735717773,0.5250921249389648,0.33365821838378906,0.01592692732810974,0.013988934457302094,0.001229751855134964
0.0529,-0.026002883911132812,0.0872659683227539,-0.2322072982788086,0.000451892614364624,0.000525936484336853,-0.00740625336766243
0.0673,-0.3040447235107422,0.2935667037963867,-0.110198974609375,0.0030829012393951416,0.0066549330949783325,-0.002624254673719406
0.0674,-0.5697131156921387,-0.18163585662841797,0.14147090911865234,0.0029548704624176025,0.014190949499607086,0.004173744469881058
0.0674,-0.7522573471069336,-0.050896644592285156,-0.12067413330078125,-0.007652103900909424,0.024865947663784027,-0.002900250256061554
0.0674,-0.0641031265258789,-0.8262176513671875,0.0095977783203125,-0.035830140113830566,0.0012719333171844482,0.00239674374461174
0.0675,0.20412492752075195,0.36360836029052734,-0.2908182144165039,0.013481885194778442,-0.006156057119369507,-0.003965254873037338
0.0679,0.15653467178344727,-0.22861576080322266,-0.16988372802734375,-0.00190010666847229,-0.0017900541424751282,0.001270744949579239
0.0836,0.31882715225219727,0.10259151458740234,-0.041632652282714844,0.0006788671016693115,-0.007051065564155579,0.0013967417180538177
0.0836,-0.1943655014038086,0.5049028396606445,-0.16734600067138672,0.020504921674728394,0.00597294420003891,-0.0040472522377967834
0.0837,0.2114887237548828,0.2109842300415039,-0.038054466247558594,0.006099879741668701,-0.006368070840835571,-0.0041832588613033295
0.0837,0.24120306968688965,-0.39703369140625,0.1452808380126953,-0.019349128007888794,-0.007099062204360962,0.00021274015307426453
0.0837,-0.3968791961669922,0.38781070709228516,-0.3642311096191406,0.01495388150215149,0.015458934009075165,-0.004051249474287033
0.0837,-0.31721925735473633,-0.33029937744140625,-0.3029193878173828,-0.008040130138397217,0.008626945316791534,-0.0004252605140209198
0.1077,0.5299506187438965,-0.3016672134399414,0.020776748657226562,-0.015239119529724121,-0.010086067020893097,-0.0012082494795322418
0.1077,-0.2162494659423828,-0.5346031188964844,-0.3067626953125,-0.0272081196308136,0.0046599432826042175,-0.0021282508969306946
0.1077,0.15216875076293945,-0.13621139526367188,-0.42551326751708984,-0.01040610671043396,-0.003396064043045044,-0.0041742585599422455
0.1077,-0.027631282806396484,-0.15629863739013672,0.020008087158203125,-0.0002861320972442627,0.005574949085712433,-0.004452262073755264
0.1078,-0.09137916564941406,0.12888717651367188,-0.5539178848266602,0.006223887205123901,0.0037309229373931885,0.00240374356508255
0.1078,0.13371038436889648,-0.023946762084960938,-0.044013023376464844,-0.005077093839645386,-0.004668079316616058,0.0012887455523014069
0.1078,-0.15571308135986328,0.4355192184448242,-0.04266834259033203,0.016938894987106323,0.008449941873550415,-0.0033432580530643463
0.1078,0.630164623260498,-0.3090229034423828,-0.1674346923828125,-0.015352129936218262,-0.018955066800117493,0.002924744039773941
0.1079,-0.17081499099731445,0.011027336120605469,-0.17824649810791016,-0.005281120538711548,0.010414935648441315,-0.00029825419187545776
0.1079,0.49312901496887207,0.4067811965942383,-0.3492422103881836,0.015461891889572144,-0.017523065209388733,-0.0022392533719539642
0.1108,-0.171417236328125,-0.47861766815185547,-0.6828556060791016,-0.011297136545181274,0.0021109357476234436,0.0021467432379722595
0.1231,-0.12799930572509766,0.2387247085571289,-0.17160987854003906,0.005742877721786499,0.006140947341918945,-0.004177253693342209
0.1231,-0.4136009216308594,-0.1575765609741211,-0.4355754852294922,-0.010967105627059937,0.012430936098098755,0.002105746418237686
0.1231,-0.14768695831298828,-0.2166585922241211,-0.5584936141967773,-0.010304123163223267,0.006585925817489624,-0.00019926205277442932
0.1232,0.24901247024536133,0.20835018157958984,-0.2954397201538086,0.004098862409591675,-0.007152065634727478,0.0015737414360046387
0.1232,-0.12303972244262695,0.2143716812133789,0.07654285430908203,0.0040728747844696045,0.014387920498847961,-0.00031825900077819824
0.1388,0.06498479843139648,-0.014416694641113281,0.4036750793457031,0.0028198659420013428,-0.003172054886817932,0.0018487460911273956
0.1389,0.08029699325561523,-0.24764442443847656,-0.10247039794921875,-0.00612911581993103,-0.006857052445411682,-0.005211252719163895
0.1389,-0.25205039978027344,-0.32154369354248047,-0.05344676971435547,-0.011850148439407349,0.0138559490442276,0.0010537467896938324
0.1389,0.09347891807556152,-0.16895008087158203,-0.23693084716796875,-0.008319109678268433,-0.00042307376861572266,0.0005087405443191528
0.1389,-0.5581507682800293,-0.1928424835205078,-0.2430562973022461,-0.008838117122650146,0.017250947654247284,-0.0044602565467357635
0.139,-0.2613716125488281,-0.14261436462402344,-0.17045211791992188,-0.0027921199798583984,0.005694948136806488,-0.007605254650115967
0.1408,-0.11585760116577148,-0.5086393356323242,0.39488983154296875,-0.017101138830184937,0.005774937570095062,0.001549750566482544
0.1543,0.02656841278076172,0.29480457305908203,-0.23337841033935547,0.013781875371932983,0.004462927579879761,-6.125867366790771e-05
0.1546,-0.21410751342773438,-0.16480159759521484,-0.4335947036743164,-0.002431124448776245,0.01310393214225769,0.0045637451112270355
0.1547,-0.105712890625,-0.2452383041381836,0.08146953582763672,-0.006198137998580933,0.003930941224098206,-0.001345258206129074
0.1547,-0.39977455139160156,0.45140933990478516,-0.10950183868408203,0.01246488094329834,0.012134939432144165,-0.004163261502981186
0.1547,0.4916262626647949,0.4058046340942383,-0.5411977767944336,0.015458881855010986,-0.017460070550441742,0.00026974454522132874
0.1558,0.23137855529785156,-0.022042274475097656,0.022432327270507812,-0.003092139959335327,-0.010161064565181732,0.002883743494749069
0.17,-0.36185455322265625,-0.17592716217041016,-0.11977291107177734,-0.010513126850128174,0.019623935222625732,-0.0004702545702457428
0.17,0.1621544361114502,-0.022210121154785156,-0.1633157730102539,0.002840876579284668,-0.011960074305534363,-0.0010302551090717316
0.17,0.18172883987426758,0.1824817657470703,-0.6148920059204102,0.008411884307861328,-0.000596068799495697,0.0017247498035430908
0.17,-0.21686315536499023,0.23424720764160156,-0.5515842437744141,0.005778878927230835,0.008113928139209747,-0.010408259928226471
0.1701,-0.5995569229125977,0.4810457229614258,0.1408405303955078,0.012072890996932983,0.018186941742897034,-0.0019262582063674927
0.1708,0.061458587646484375,-0.2652750015258789,0.08236312866210938,-0.018262118101119995,-0.006497055292129517,-0.0029372572898864746
0.1858,-0.5615215301513672,-0.26282215118408203,-0.4378852844238281,-0.01044011116027832,0.02070995420217514,0.00041974708437919617
0.1859,0.035800933837890625,0.21118450164794922,0.02225780487060547,0.007998853921890259,0.0008549392223358154,-0.0026502572000026703
0.1859,0.34290504455566406,0.0737600326538086,-0.22961139678955078,0.0030258595943450928,-0.0058980584144592285,-0.004119258373975754
0.186,-0.3905963897705078,-0.26842784881591797,-0.24634170532226562,-0.01642712950706482,0.013558939099311829,0.0011457465589046478
0.186,-0.03774881362915039,0.17893409729003906,-0.23729419708251953,0.008220881223678589,0.007545925676822662,0.0022687502205371857
0.186,-0.2247023582458496,0.19862079620361328,-0.3601036071777344,0.00783887505531311,0.006611950695514679,-0.00731925293803215
0.2014,0.4687950611114502,0.4878063201904297,-0.22734451293945312,0.015244871377944946,-0.010296054184436798,0.00012974068522453308
0.2014,0.12125253677368164,-0.08925342559814453,-0.09973335266113281,0.0032678544521331787,-0.007726073265075684,-0.004313256591558456
0.2014,0.05597877502441406,-0.16722488403320312,0.017375946044921875,-0.006402105093002319,0.00038795173168182373,0.001969747245311737
0.2015,-0.4924130439758301,0.6388654708862305,-0.05048084259033203,0.015642881393432617,0.019206926226615906,-0.0017202608287334442
0.2015,-0.10997724533081055,0.3585929870605469,0.39911556243896484,0.011171877384185791,0.007397934794425964,0.001995738595724106
0.2015,-0.22165870666503906,0.19905757904052734,0.018675804138183594,0.007704883813858032,0.006530940532684326,-0.0003072582185268402
0.2173,-0.1735248565673828,0.4707326889038086,0.08540821075439453,0.018682897090911865,0.007161945104598999,-0.0025952570140361786
0.2173,0.13295459747314453,-0.15909290313720703,0.33722972869873047,-0.008185118436813354,0.001970939338207245,-0.006205253303050995
0.2174,-0.24045944213867188,-0.14851665496826172,-0.24123191833496094,-0.010768115520477295,0.00858396291732788,-0.0019652582705020905
0.2174,-0.31680727005004883,-0.8326349258422852,-0.2448129653930664,-0.03200814127922058,0.0068669393658638,7.474049925804138e-05
0.2174,0.16155076026916504,0.3207731246948242,0.08294486999511719,0.003616899251937866,-0.00025806576013565063,-0.0010072551667690277
0.2174,-0.27849531173706055,0.050482749938964844,0.011336326599121094,-0.0015401244163513184,0.014457948505878448,0.0012017451226711273
0.2188,-0.025747299194335938,-0.08790016174316406,0.020829200744628906,0.0012568533420562744,0.002196952700614929,-0.002011258155107498
0.233,-0.05050086975097656,0.6187353134155273,-0.10130977630615234,0.022100895643234253,0.001123964786529541,-0.004796255379915237
0.2331,-1.008073329925537,0.05696296691894531,-0.19156837463378906,-0.004329115152359009,0.0355619341135025,0.003548748791217804
0.2331,0.4717884063720703,-0.531376838684082,0.21212291717529297,-0.02043512463569641,-0.012185066938400269,-0.0006372556090354919
0.2331,-0.4597034454345703,-0.2716493606567383,-0.5013208389282227,-0.0038611292839050293,0.026866957545280457,-0.0011232532560825348
0.2331,-0.08384513854980469,-0.28903961181640625,-0.11033439636230469,-0.01006510853767395,0.0017889365553855896,0.0003417469561100006
0.2338,-0.1722092628479004,0.07560253143310547,0.26843833923339844,-0.00776711106300354,0.00702793151140213,-0.0029192492365837097
0.2487,-0.35465526580810547,0.12189388275146484,0.14199161529541016,0.0039708614349365234,0.012782946228981018,-0.0004472583532333374
0.2487,-0.0026092529296875,-0.0794382095336914,-0.048178672790527344,-0.000561147928237915,0.00839892029762268,0.0012377463281154633
0.2487,-0.0385432243347168,0.07480525970458984,-0.11137962341308594,-0.0077021121978759766,0.0007869452238082886,-0.00027625635266304016
0.2488,-0.19672584533691406,-0.17364215850830078,-0.23703479766845703,-0.0025801360607147217,0.005982950329780579,-0.00035225972533226013
0.2488,-0.3164939880371094,-0.0804605484008789,-0.18083572387695312,0.001347869634628296,0.022024929523468018,0.0004367418587207794
0.2488,0.30361509323120117,0.2198934555053711,-0.10189151763916016,0.010148882865905762,-0.008350051939487457,0.0022977516055107117
0.2508,0.17144298553466797,-0.19992923736572266,-0.042204856872558594,-0.0061051249504089355,-0.003835059702396393,-0.001995254307985306
0.2648,0.15339899063110352,-0.11343002319335938,0.01671314239501953,-0.002315133810043335,0.0032839402556419373,0.00282374769449234
0.2648,0.42178869247436523,-0.27251529693603516,-0.4251270294189453,-0.01351812481880188,-0.009320057928562164,0.0006297491490840912
0.2648,-0.2622056007385254,-0.8210926055908203,-0.051265716552734375,-0.025958120822906494,0.005668938159942627,0.0007987506687641144
0.2648,-0.17504310607910156,0.04846668243408203,-0.6176080703735352,0.0025158822536468506,0.005552925169467926,-0.0016332529485225677
0.2649,0.08075857162475586,0.2696399688720703,-0.10505199432373047,0.005448877811431885,-0.006809055805206299,0.0030677430331707
0.2658,-0.629817008972168,0.26520252227783203,0.011324882507324219,0.009146898984909058,0.022217929363250732,-0.00036525726318359375
0.2801,0.4825310707092285,-0.3742055892944336,-0.03426551818847656,-0.007047116756439209,-0.01571805775165558,-0.005217250436544418
0.2802,-0.09683704376220703,0.20235061645507812,-0.04248237609863281,0.005888909101486206,0.0037649348378181458,-0.005058251321315765
0.2802,-0.4876260757446289,1.0652589797973633,0.20769882202148438,0.035866886377334595,0.020815931260585785,-2.625212073326111e-05
0.2803,-0.24486541748046875,-0.08559131622314453,-0.17743206024169922,-0.013232111930847168,0.0053139328956604,-0.0019742511212825775
0.2803,0.07356452941894531,0.15696239471435547,-0.16699600219726562,0.003923863172531128,-0.008327066898345947,0.0014417432248592377
0.2808,-0.41923093795776367,-0.17823314666748047,-0.24026966094970703,-0.0026931464672088623,0.014223940670490265,-0.0020082592964172363
0.2958,-0.5472207069396973,-0.06512737274169922,0.01158905029296875,-0.0011801421642303467,0.022027917206287384,-0.0053282566368579865
0.2959,-0.14092254638671875,-0.20057964324951172,0.015040397644042969,-0.004249125719070435,0.009745948016643524,-0.0004932507872581482
0.2959,0.19762468338012695,0.5939569473266602,-0.09922981262207031,0.024423867464065552,-0.005982063710689545,0.0008647479116916656
0.2959,-0.7046537399291992,0.18129825592041016,-0.3689718246459961,0.007375895977020264,0.020546942949295044,-0.001820255070924759
0.2959,-0.06881046295166016,-0.14073467254638672,-0.2398700714111328,-0.010600119829177856,0.004808947443962097,-0.0011212565004825592
0.296,0.7416508197784424,-0.11972713470458984,-0.2870035171508789,-0.006127119064331055,-0.026407063007354736,-0.0008902586996555328
0.3119,0.5206470489501953,-0.12334346771240234,-0.0982828140258789,-0.006237119436264038,-0.018229059875011444,-0.0050552524626255035
0.3121,-0.10968923568725586,-0.20868682861328125,-0.1793651580810547,-0.010257095098495483,0.009069941937923431,0.0028137490153312683
0.3122,0.453948974609375,0.4330167770385742,0.21627044677734375,0.00711485743522644,-0.015057079493999481,0.003056742250919342
0.3122,-0.41799259185791016,-0.032782554626464844,0.013975143432617188,0.0024348795413970947,0.010861948132514954,0.005147743970155716
0.3122,0.3526887893676758,-0.20773983001708984,0.0257110595703125,-0.010124117136001587,-0.014551065862178802,-0.0036022551357746124
0.3122,-0.2926492691040039,-0.4116048812866211,-0.24423980712890625,-0.019623130559921265,0.011382944881916046,-0.002112254500389099
0.3138,-0.29703330993652344,-0.28711414337158203,0.20428466796875,-0.006249099969863892,0.009822957217693329,0.003335747867822647
0.3286,-0.2361011505126953,-0.1176462173461914,-0.17153167724609375,-0.005169123411178589,0.0001299530267715454,-0.0011742524802684784
0.3286,-0.5996227264404297,-0.09239387512207031,0.1371917724609375,0.004913896322250366,0.024892941117286682,0.001804746687412262
0.3287,-0.2508273124694824,0.42405223846435547,-0.3647937774658203,0.012827903032302856,0.010575927793979645,5.748122930526733e-06
0.3287,0.43332481384277344,-0.12836170196533203,-0.29143238067626953,-0.006338149309158325,-0.016274064779281616,-0.0017652586102485657
0.3287,-0.44380760192871094,0.2627983093261719,-0.17261314392089844,0.009215861558914185,0.011429950594902039,-0.004231251776218414
0.3289,-0.11083269119262695,0.2805652618408203,-0.046263694763183594,0.007583886384963989,0.007444940507411957,-0.00021025165915489197
0.3428,0.01791858673095703,0.032683372497558594,0.2730226516723633,0.0029098689556121826,0.006234943866729736,-0.002081260085105896
0.3429,0.01352071762084961,0.0953054428100586,0.3357963562011719,0.000417858362197876,0.0029739215970039368,0.00031574442982673645
0.3429,-0.3527956008911133,-0.353668212890625,-0.1802654266357422,-0.007687121629714966,0.017774954438209534,0.0002887435257434845
0.3429,-0.043395042419433594,-0.5031328201293945,0.13990497589111328,-0.018865138292312622,0.007537953555583954,-0.0015042498707771301
0.3429,-0.37773704528808594,0.019334793090820312,0.07647132873535156,0.0026258528232574463,0.0183139368891716,-0.0020722560584545135
0.3437,-0.25254058837890625,0.09035205841064453,-0.17479419708251953,0.0023778975009918213,0.012223951518535614,-0.004279252141714096
0.3585,-0.03103923797607422,0.46675586700439453,-0.6099910736083984,0.02071288228034973,-0.002581074833869934,0.00022374466061592102
0.3586,-0.4940967559814453,-0.47736644744873047,-0.5030097961425781,-0.01143711805343628,0.019265934824943542,0.008387740701436996
0.3586,-0.39197540283203125,0.45755481719970703,0.018448829650878906,0.01644688844680786,0.011972948908805847,-0.0018162541091442108
0.3586,-0.21139144897460938,-0.01746654510498047,0.015685081481933594,0.002783864736557007,0.00965195894241333,0.001992747187614441
0.3587,-0.3680853843688965,-0.32680606842041016,-0.30376625061035156,-0.007957130670547485,0.013083934783935547,-0.0036432556807994843
0.3588,-0.19188880920410156,0.28192996978759766,-0.2993144989013672,0.011573880910873413,0.009264931082725525,-0.0016882605850696564
0.3745,-0.19768095016479492,-0.1357440948486328,-0.1160125732421875,-0.006689101457595825,0.011013947427272797,0.003600750118494034
0.3745,0.48858094215393066,-0.19417285919189453,-0.35233211517333984,-0.0039011240005493164,-0.017479047179222107,-0.0033502578735351562
0.3745,0.035737037658691406,-0.23928356170654297,-0.16834640502929688,-0.002095133066177368,-0.0024900510907173157,-0.001167256385087967
0.3746,-0.015687942504882812,0.2908201217651367,0.2717580795288086,0.011582881212234497,0.005354933440685272,0.006064746528863907
0.3746,0.44246482849121094,0.14375972747802734,-0.16337203979492188,0.006525874137878418,-0.01476006954908371,0.0023227520287036896
0.3746,0.06648826599121094,0.5861005783081055,0.027985572814941406,0.02231690287590027,-0.0031350553035736084,-0.004052255302667618
0.3902,-0.09831476211547852,0.20046520233154297,-0.23751449584960938,0.005801886320114136,0.0038549453020095825,0.004668738692998886
0.3902,0.4682948589324951,-0.12143230438232422,-0.2931356430053711,-0.006213098764419556,-0.013691067695617676,-0.0009522587060928345
0.3902,0.1506190299987793,-0.16636371612548828,-0.2970123291015625,-0.004339128732681274,-0.00500604510307312,0.0013647451996803284
0.3902,-0.2690854072570801,-0.058624267578125,-0.23618698120117188,0.002937883138656616,0.00925792008638382,-0.002713259309530258
0.3903,-0.2691926956176758,0.05760478973388672,0.3312416076660156,0.0024448931217193604,0.01423296332359314,0.0010397396981716156
0.3903,-0.4061293601989746,-0.1275033950805664,-0.0501708984375,0.0012988746166229248,0.018948949873447418,-0.0028822608292102814
0.3917,-0.30705690383911133,0.1689462661743164,-0.30612659454345703,0.0060398876667022705,0.016822941601276398,0.002235744148492813
0.4059,-0.22699928283691406,-0.15242767333984375,-0.05223369598388672,-0.002217113971710205,0.020017944276332855,-0.0028592534363269806
0.4059,-0.24618196487426758,0.06942176818847656,0.33249378204345703,-0.005978107452392578,0.005318932235240936,0.00023775175213813782
0.4059,0.1307682991027832,0.610015869140625,-0.03647136688232422,0.01799789071083069,-0.009565070271492004,0.0008147470653057098
0.406,0.35009121894836426,0.18674182891845703,-0.1666412353515625,0.0045788586139678955,-0.004389047622680664,-0.004899255931377411
0.406,-0.7963433265686035,0.3311586380004883,-0.4299488067626953,0.014690905809402466,0.02257893979549408,-0.005736257880926132
0.4067,-0.5274014472961426,0.2731189727783203,-0.17203426361083984,0.015275925397872925,0.01663494110107422,-0.005841251462697983
0.4234,-0.15818119049072266,0.23629379272460938,-0.42484092712402344,0.009621858596801758,0.003512933850288391,-3.125891089439392e-05
0.4234,0.1101369857788086,-0.3141489028930664,0.3367633819580078,-0.011688143014907837,-0.0008690729737281799,-0.0022772550582885742
0.4234,-0.5341033935546875,0.10796642303466797,0.0126800537109375,-0.00017911195755004883,0.016719959676265717,-0.0036382488906383514
0.4235,0.3412761688232422,-0.04683208465576172,-0.1643533706665039,-0.0006470978260040283,-0.010900057852268219,-0.0034132562577724457
0.4235,0.30805063247680664,-0.28981876373291016,-0.10340690612792969,-0.015830129384994507,-0.013576067984104156,-0.0043912529945373535
0.4235,-0.08770513534545898,0.052878379821777344,-0.4265108108520508,0.0025608837604522705,0.00361594557762146,-0.00011125952005386353
0.424,-0.5072860717773438,-0.3193063735961914,-0.05525493621826172,-0.005986124277114868,0.02284492552280426,0.0010057464241981506
0.4354,-0.019580841064453125,-0.38748931884765625,0.014216423034667969,-0.011393129825592041,0.005391955375671387,0.0026447437703609467
0.4354,0.05617523193359375,0.5880022048950195,0.15058612823486328,0.020320862531661987,0.00043892860412597656,0.00068674236536026
0.4354,0.40821218490600586,-0.03492450714111328,-0.551671028137207,-0.0004031360149383545,-0.005608066916465759,0.003230743110179901
0.4355,0.2833127975463867,0.2932405471801758,-0.04064178466796875,0.007892876863479614,-0.004580065608024597,-0.00011625885963439941
0.4437,-0.41135072708129883,0.40074634552001953,-0.11072254180908203,0.008391886949539185,0.007373936474323273,0.0014197491109371185
0.4437,-0.1271505355834961,-0.10484027862548828,-0.23831844329833984,-0.0068611204624176025,0.00443093478679657,-0.0011122599244117737
0.4437,0.016594886779785156,-0.23389816284179688,0.2708616256713867,-0.0060281455516815186,0.004576951265335083,0.0009897425770759583
0.4438,0.09957265853881836,-0.4968080520629883,0.07999134063720703,-0.01481512188911438,0.0010719522833824158,0.0009767450392246246
0.4522,-0.3388376235961914,-0.10193920135498047,0.26825523376464844,-0.0030421316623687744,0.01240193098783493,-0.0006272532045841217
0.4523,-0.00635528564453125,0.09127426147460938,-0.039008140563964844,0.006320863962173462,-0.0032370537519454956,-0.002683255821466446
0.4523,-0.3699989318847656,-0.4874610900878906,-0.37398529052734375,-0.01940813660621643,0.013123959302902222,0.0035187453031539917
0.4674,-0.23694992065429688,-0.31894969940185547,-0.4309806823730469,-0.005850106477737427,0.010236933827400208,0.0012737475335597992
0.4675,-0.14676666259765625,0.5519552230834961,-0.6154651641845703,0.022573858499526978,0.010012924671173096,-0.0013642571866512299
0.4676,0.33497047424316406,0.3392038345336914,0.7280912399291992,0.017523884773254395,-0.010775052011013031,0.0035257488489151
0.4676,-0.16135931015014648,-0.6684436798095703,-0.17858219146728516,-0.026367127895355225,0.00678793340921402,-0.0038512609899044037
0.4676,0.44214677810668945,0.10490894317626953,-0.29474639892578125,-0.0011401474475860596,-0.009754076600074768,-0.0008452609181404114
0.4676,-0.3904891014099121,0.037240028381347656,-0.3006563186645508,0.00028589367866516113,0.010237939655780792,-0.005872253328561783
0.4697,-0.6102852821350098,-0.036154747009277344,0.25986671447753906,-0.0016691386699676514,0.021766945719718933,0.008969746530056
0.4834,-0.4417605400085449,-0.4786720275878906,-0.3061037063598633,-0.011405140161514282,0.01470993459224701,-0.0005272515118122101
0.4834,-0.46825122833251953,0.2236013412475586,0.20444583892822266,0.005272895097732544,0.01360994577407837,0.0011467449367046356
0.4834,-0.17926311492919922,0.1444082260131836,0.33502960205078125,0.010243862867355347,0.012275949120521545,0.0003087446093559265
0.4834,-0.6304950714111328,-0.0784292221069336,-0.24425983428955078,-0.003376096487045288,0.02054394781589508,-0.0020092539489269257
0.4835,-0.1757669448852539,-0.08789348602294922,-0.24046993255615234,-0.0007041394710540771,0.012227952480316162,0.0004967451095581055
0.4848,0.15850448608398438,-0.03908729553222656,-0.4211463928222656,0.003452867269515991,-0.0001480504870414734,-0.0065152607858181
0.4988,0.3484303951263428,0.03636646270751953,0.21702098846435547,0.006919890642166138,-0.011046066880226135,0.003648746758699417
0.4988,0.3582029342651367,0.16956806182861328,-0.2940940856933594,0.00033286213874816895,-0.011249065399169922,-2.9258430004119873e-05
0.4988,-0.17741107940673828,-0.20787906646728516,-0.1731576919555664,-0.0043211281299591064,0.00720793753862381,-0.003609258681535721
0.4988,-0.257843017578125,0.045769691467285156,-0.23694324493408203,0.0023678839206695557,0.007336951792240143,-0.0010582543909549713
0.4988,-0.29920387268066406,0.38941287994384766,-0.2988128662109375,0.01691088080406189,0.009974941611289978,-5.025789141654968e-05
0.4997,0.03401899337768555,0.3552885055541992,-0.10535526275634766,0.013176888227462769,-0.002399042248725891,0.004711739718914032
0.5145,0.061646461486816406,-0.05461406707763672,-0.10955810546875,-0.004796117544174194,0.0019419491291046143,-0.001113254576921463
0.5145,0.16277837753295898,0.1071023941040039,0.2129039764404297,0.008474886417388916,-0.0036000683903694153,0.00524674728512764
0.5145,0.3580145835876465,0.07605266571044922,-0.6081724166870117,0.008997887372970581,-0.009508050978183746,-0.001493249088525772
0.5145,-0.031057357788085938,-0.13218021392822266,-0.040294647216796875,0.0012748539447784424,-0.002699039876461029,-0.0011962614953517914
0.5146,-0.2548532485961914,0.6168737411499023,-0.1043252944946289,0.027825862169265747,0.005673915147781372,0.0031857453286647797
0.5147,0.5599930286407471,0.15030193328857422,0.27992916107177734,0.0026638805866241455,-0.014060057699680328,0.0021047480404376984
0.53,0.0245513916015625,0.10709285736083984,0.02404022216796875,0.008596867322921753,0.002766944468021393,-0.006711259484291077
0.5301,0.13153886795043945,0.053038597106933594,0.020534515380859375,-0.0014111101627349854,-0.00461607426404953,0.0012947432696819305
0.5301,-0.511023998260498,-0.14889812469482422,-0.047110557556152344,0.0008678734302520752,0.011217951774597168,-0.0005092546343803406
0.5301,0.04987668991088867,0.1609354019165039,-0.2985210418701172,0.00012189149856567383,-0.0011160597205162048,-0.0009042508900165558
0.5301,-0.2227649688720703,-0.3036479949951172,-0.11312103271484375,-0.016210108995437622,0.0048159584403038025,-0.0021102502942085266
0.5302,0.12311482429504395,-0.20539188385009766,-0.2966794967651367,-0.008092135190963745,-0.0027630627155303955,-0.005081254988908768
0.5318,-0.5953631401062012,-0.3365001678466797,-0.05411815643310547,-0.012130111455917358,0.021387934684753418,-0.005446251481771469
0.5465,-0.14772510528564453,0.11328411102294922,-0.11375236511230469,-0.003964126110076904,0.0048929378390312195,0.0037327446043491364
0.5465,0.24531316757202148,-0.3142728805541992,0.1478748321533203,-0.01164814829826355,-0.0071640461683273315,0.0002627447247505188
0.5465,-0.056077003479003906,-0.3944854736328125,-0.17295551300048828,-0.011437147855758667,0.0028449371457099915,-0.0028772614896297455
0.5466,0.1686086654663086,-0.04528522491455078,0.2778177261352539,0.0012018978595733643,-0.00378505140542984,-0.0020862556993961334
